PC1,PC2
4.994597705056975,0.38620932750439835
7.462524647590711,-0.10444684744379035
4.167298267281888,2.010987009915214
4.632452953104742,1.5225933945538284
3.1630116014329537,1.2534949163506122
3.78097562983373,1.4789823685586818
5.5681930849194705,-0.5285989535594121
5.819613503227747,0.6681741120208606
2.833962935944824,1.316731604728069
3.2317267014187228,-0.906849725744135
3.149688030322663,3.048706456553893
4.144375458984184,-0.04030283240229479
2.9073263792399184,-0.13097833141876272
2.7311347898503864,-0.24417448879657164
2.2061819669028435,0.06164995364760696
2.2546914829548537,0.7655666924154246
2.8551933962964706,-0.1325603675996179
3.8190924499993235,0.3156694202870695
2.286104039893787,0.5143855539524911
2.2229063362097055,0.3270394690967484
1.337120981242674,0.8601359757080053
2.2348356195592753,1.678472771584405
1.1534401019116203,1.691837909151192
1.8461147468442582,-0.13073765721427974
2.909065168353353,1.497250587004226
3.0457625757383076,0.43683507243689373
2.525745246902356,-1.553034157143549
1.2229350065876505,1.8731071579174017
3.7759644971008517,0.2462207405772913
2.4661109043901104,-0.4403715776430719
3.4831795989186385,0.03478784069792132
2.5414720325413995,0.3429795817375076
2.3304083913779734,-0.5952180057512805
2.8136831513525618,-0.24729990582217196
2.2830252159751647,-0.2350779123925338
3.3103198273995584,-0.0992117619929562
2.593911125346325,-0.038961562449972884
4.152086495541785,-0.1463916688846932
2.2451772476094143,0.07595832642072634
3.259487934487083,-1.487227583598773
0.7386338506265998,0.09682830289216306
2.407062810257034,-1.5071718797972484
3.11194483144909,-0.2479445816682194
3.5613089791769794,-0.8809608810346626
3.1584347689172008,-1.5097681103107643
1.8400969307770658,-1.0438276825493318
2.617375707206899,-0.9936517501403805
2.5731954149036795,0.8086269921069185
1.4583396186345552,-0.2694753032360162
1.1945821589153944,0.4258158333627614
2.831828549812206,-0.6564762485793975
1.781334853534402,-0.501145689572958
3.097802869575272,-1.5232924263379592
2.7848204896795954,-0.5881497522928444
1.7169868265119672,0.12980005352593307
0.8560189659203045,0.5514434531057455
2.309633751917026,1.3319422770116724
3.577421903813207,-0.8135177935711801
3.342945194336303,-1.131048034185745
2.526427858194005,-1.0139382241811727
1.6563549271700382,0.11627573749873828
0.3088291239086334,2.3070177972380517
2.207892837922088,-0.34927983742281277
3.0055690137082762,-0.2704424333826462
1.2096724986382794,2.332289924001058
2.0852606123806527,0.7906267406207049
1.0027142345094966,3.329814565276997
1.8121026638963282,1.6936869356783508
0.2896133851674745,1.0872477492201125
3.483876468120363,1.6497255018206334
0.8528921616290636,-1.0037470016581425
2.5635595440746464,-2.1814023403396496
0.9949538603624409,-1.4777112655777096
1.583428417435822,-1.0058622618428068
0.3207551119600593,0.038225029705250366
1.3876190058265294,-1.4690337699835558
1.6487495980426188,-1.0021179012912567
1.6623478642801894,-0.9830102535371134
0.5404409314664814,1.6218607727061853
1.5773587002953728,-1.1024330520005092
0.6478494448463475,0.5050099680790434
1.1648185228759487,-0.395226246422833
1.84474650572357,1.7246311671124708
1.9820792161363918,-1.6743021908540623
0.5951928579324351,0.5821230704722572
1.919388671999095,-0.5740466696000236
0.7898550532154113,-0.5297793131645427
0.19415205801437838,1.1949991706975713
0.7805772895096132,2.019016480095004
4.178120977122045,-0.1511768825257935
0.060849463437152085,-0.3657985318635291
0.12126934140516016,2.3761423146909855
1.7275786397878907,-1.9721871705222085
1.9177760624745384,2.1557362603958747
2.794643372865626,-1.590914006473933
1.8782525996468395,-0.33919817569079547
0.6378633041645633,1.7677196972613027
0.19591965144351658,1.1467211452516433
1.5762714681958732,-0.9821170310906653
1.1361861027301536,-1.22395464464547
0.708219600483304,0.1485477411234857
0.8725908210668608,-0.20747006434717732
2.1483845140565307,-1.1987285501093436
